N,wavenumber_cm-1,frequency_THz,wavelength_vac_nm,strength
2859,16444.2917,492.987463,608.11376,49
2860,16444.4501,492.992212,608.10790,27
2861,16444.6545,492.998339,608.10034,51
2862,16444.6959,492.999580,608.09881,59
2863,16444.8189,493.003268,608.09426,21
2864,16444.9951,493.008550,608.08775,19
2865,16445.2402,493.015898,608.07868,60
2866,16445.3518,493.019244,608.07456,49
2867,16445.5861,493.026268,608.06589,18
2868,16445.6725,493.028858,608.06270,57
2869,16445.7085,493.029937,608.06137,41
2870,16445.7598,493.031475,608.05947,15
2871,16445.9896,493.038365,608.05097,19
2872,16446.2055,493.044837,608.04299,55
2873,16446.3384,493.048821,608.03808,22
2874,16446.3906,493.050386,608.03615,43
2875,16446.5088,493.053930,608.03178,24
2876,16446.6285,493.057518,608.02735,58
2877,16446.7464,493.061053,608.02299,56
2878,16447.0662,493.070640,608.01117,19
2879,16447.1507,493.073174,608.00805,49
2880,16447.2265,493.075446,608.00525,18
2881,16447.4112,493.080983,607.99842,46
2882,16447.5629,493.085531,607.99281,52
2883,16447.7573,493.091359,607.98562,50
2884,16447.9356,493.096704,607.97903,17
2885,16448.0021,493.098698,607.97658,22
2886,16448.0784,493.100985,607.97376,57
2887,16448.3129,493.108015,607.96509,16
2888,16448.4101,493.110929,607.96150,41
2889,16448.4808,493.113049,607.95888,56
2890,16448.6213,493.117261,607.95369,20
2891,16448.7470,493.121029,607.94904,50
2892,16448.9848,493.128158,607.94025,50
2893,16449.0451,493.129966,607.93803,28
2894,16449.1393,493.132790,607.93454,20
2895,16449.2917,493.137359,607.92891,19
2896,16449.3834,493.140108,607.92552,67
2897,16449.7212,493.150235,607.91304,41
2898,16449.8320,493.153557,607.90894,31
2899,16449.8743,493.154825,607.90738,57
2900,16449.9409,493.156822,607.90492,16
2901,16450.2597,493.166379,607.89314,55
2902,16450.3031,493.167680,607.89153,23
2903,16450.3490,493.169056,607.88984,40
2904,16450.4280,493.171425,607.88692,18
2905,16450.5665,493.175577,607.88180,16
2906,16450.6177,493.177112,607.87991,2
2907,16450.6754,493.178841,607.87778,48
2908,16450.7410,493.180808,607.87535,52
2909,16451.0399,493.189769,607.86431,16
2910,16451.1175,493.192095,607.86144,47
2911,16451.1763,493.193858,607.85927,14
2912,16451.2917,493.197318,607.85501,53
2913,16451.5940,493.206380,607.84384,63
2914,16451.7681,493.211600,607.83740,18
2915,16451.9566,493.217251,607.83044,55
2916,16452.0952,493.221406,607.82532,29
2917,16452.2075,493.224773,607.82117,49
2918,16452.4175,493.231068,607.81341,50
2919,16452.5191,493.234114,607.80966,51
2920,16452.5871,493.236153,607.80715,23
2921,16452.7752,493.241792,607.80020,56
2922,16452.8965,493.245428,607.79572,28
2923,16453.1036,493.251637,607.78806,51
2924,16453.2267,493.255327,607.78352,56
2925,16453.3009,493.257552,607.78078,21
2926,16453.4115,493.260868,607.77669,45
2927,16453.5685,493.265574,607.77089,56
2928,16453.8278,493.273348,607.76131,19
2929,16453.9399,493.276709,607.75717,17
2930,16453.9839,493.278028,607.75555,44
2931,16454.0148,493.278954,607.75441,50
2932,16454.2851,493.287057,607.74442,49
2933,16454.3511,493.289036,607.74199,53
2934,16454.7855,493.302059,607.72594,59
2935,16454.8436,493.303801,607.72380,56
2936,16455.1228,493.312171,607.71348,61
2937,16455.2550,493.316134,607.70860,16
2938,16455.5338,493.324493,607.69831,50
2939,16455.6797,493.328867,607.69292,41
2940,16455.7833,493.331972,607.68909,40
2941,16455.8556,493.334140,607.68642,46
2942,16455.9670,493.337480,607.68231,50
2943,16456.2658,493.346437,607.67127,55
2944,16456.4520,493.352020,607.66440,15
2945,16456.4983,493.353408,607.66269,48
2946,16456.5778,493.355791,607.65975,53
2947,16456.7776,493.361781,607.65238,43
2948,16456.9184,493.366002,607.64718,16
2949,16456.9740,493.367669,607.64512,48
2950,16457.0871,493.371059,607.64095,26
2951,16457.2836,493.376950,607.63369,60
2952,16457.3735,493.379645,607.63037,25
2953,16457.3961,493.380323,607.62954,22
2954,16457.5695,493.385521,607.62314,49
2955,16457.6666,493.388432,607.61955,55
2956,16457.9633,493.397327,607.60860,59
2957,16458.0733,493.400625,607.60454,45
2958,16458.3368,493.408524,607.59481,68
2959,16458.5649,493.415363,607.58639,22
2960,16458.6220,493.417074,607.58428,49
2961,16458.7593,493.421191,607.57921,35
2962,16458.8298,493.423304,607.57661,46
2963,16458.9896,493.428095,607.57071,56
2964,16459.0900,493.431105,607.56700,50
2965,16459.2672,493.436417,607.56046,49
2966,16459.3072,493.437616,607.55899,29
2967,16459.5670,493.445405,607.54940,47
2968,16459.6200,493.446994,607.54744,59
2969,16459.8211,493.453023,607.54002,43
2970,16459.8883,493.455037,607.53754,47
2971,16460.1734,493.463584,607.52701,42
2972,16460.2318,493.465335,607.52486,53
2973,16460.2853,493.466939,607.52288,40
2974,16460.4918,493.473130,607.51526,50
2975,16460.5334,493.474377,607.51373,50
2976,16460.6808,493.478796,607.50829,17
2977,16460.8247,493.483110,607.50298,47
2978,16460.9396,493.486554,607.49874,32
2979,16460.9833,493.487864,607.49712,43
2980,16461.0765,493.490659,607.49368,43
2981,16461.2227,493.495041,607.48829,40
2982,16461.3975,493.500282,607.48184,51
2983,16461.5056,493.503523,607.47785,27
2984,16461.5823,493.505822,607.47502,18
2985,16461.6455,493.507717,607.47269,55
2986,16461.8191,493.512921,607.46628,20
2987,16461.8931,493.515140,607.46355,50
2988,16461.9499,493.516842,607.46145,46
2989,16462.1844,493.523873,607.45280,40
2990,16462.3237,493.528049,607.44766,50
2991,16462.4864,493.532926,607.44166,53
2992,16462.5422,493.534599,607.43960,40
2993,16462.7101,493.539633,607.43340,47
2994,16462.9526,493.546903,607.42445,35
2995,16462.9977,493.548255,607.42279,44
2996,16463.0998,493.551316,607.41902,36
2997,16463.1726,493.553498,607.41634,47
2998,16463.2154,493.554781,607.41476,39
2999,16463.4932,493.563109,607.40451,51
3000,16463.5692,493.565388,607.40170,38
3001,16463.6555,493.567975,607.39852,17
3002,16463.6961,493.569192,607.39702,45
3003,16463.7814,493.571749,607.39388,39
3004,16463.9684,493.577356,607.38698,43
3005,16463.9992,493.578279,607.38584,24
3006,16464.1656,493.583267,607.37970,54
3007,16464.3731,493.589488,607.37205,46
3008,16464.4233,493.590993,607.37020,48
3009,16464.4785,493.592648,607.36816,42
3010,16464.6141,493.596713,607.36316,39
3011,16464.7430,493.600577,607.35840,41
3012,16464.8574,493.604007,607.35418,40
3013,16464.9414,493.606525,607.35108,39
3014,16465.0403,493.609490,607.34744,34
3015,16465.2397,493.615468,607.34008,31
3016,16465.2789,493.616643,607.33863,50
3017,16465.4477,493.621704,607.33241,39
3018,16465.4929,493.623059,607.33074,44
3019,16465.6700,493.628368,607.32421,41
3020,16465.7067,493.629468,607.32285,20
3021,16465.8356,493.633333,607.31810,64
3022,16466.0224,493.638933,607.31121,43
3023,16466.0476,493.639688,607.31028,45
3024,16466.1545,493.642893,607.30634,22
3025,16466.2035,493.644362,607.30453,36
3026,16466.3502,493.648760,607.29912,31
3027,16466.4019,493.650310,607.29721,39
3028,16466.5335,493.654255,607.29236,45
3029,16466.6013,493.656288,607.28986,38
3030,16466.7418,493.660500,607.28468,43
3031,16466.8508,493.663768,607.28066,40
3032,16466.8795,493.664628,607.27960,35
3033,16467.0187,493.668801,607.27447,36
3034,16467.0584,493.669991,607.27300,34
3035,16467.1884,493.673889,607.26821,26
3036,16467.3590,493.679003,607.26192,59
3037,16467.4850,493.682781,607.25727,55
3038,16467.6343,493.687256,607.25177,32
3039,16467.7444,493.690557,607.24771,33
3040,16467.7784,493.691576,607.24645,38
3041,16467.8959,493.695099,607.24212,36
3042,16467.9378,493.696355,607.24057,38
3043,16467.9982,493.698166,607.23835,23
3044,16468.1320,493.702177,607.23341,28
3045,16468.2176,493.704743,607.23026,32
3046,16468.2888,493.706878,607.22763,27
3047,16468.3589,493.708979,607.22505,51
3048,16468.4411,493.711444,607.22202,19
3049,16468.5506,493.714726,607.21798,28
3050,16468.6312,493.717143,607.21501,38
3051,16468.7083,493.719454,607.21216,46
3052,16468.7751,493.721457,607.20970,31
3053,16468.8094,493.722485,607.20844,17
3054,16468.8946,493.725039,607.20529,35
3055,16469.0294,493.729080,607.20032,40
3056,16469.1608,493.733020,607.19548,46
3057,16469.2627,493.736075,607.19172,22
3058,16469.4035,493.740296,607.18653,39
3059,16469.4560,493.741870,607.18460,43
3060,16469.5292,493.744064,607.18190,28
3061,16469.7531,493.750776,607.17364,34
3062,16469.8777,493.754512,607.16905,34
3063,16470.0894,493.760858,607.16125,44
3064,16470.2051,493.764327,607.15698,28
3065,16470.4049,493.770317,607.14962,34
3066,16470.5132,493.773564,607.14562,32
3067,16470.6984,493.779116,607.13880,22
3068,16470.7900,493.781862,607.13542,49
3069,16470.9739,493.787375,607.12864,16
3070,16471.0657,493.790127,607.12526,35
3071,16471.2309,493.795080,607.11917,17
3072,16471.3171,493.797664,607.11599,22
3073,16471.5383,493.804295,607.10784,48
3074,16471.7481,493.810585,607.10010,31
3075,16471.9399,493.816335,607.09304,20
3076,16472.1056,493.821303,607.08693,15
3077,16472.1803,493.823542,607.08418,25
3078,16472.2563,493.825820,607.08137,23
3079,16472.3762,493.829415,607.07696,15
3080,16472.4915,493.832872,607.07271,34
3081,16472.7191,493.839695,607.06432,17
3082,16472.8515,493.843664,607.05944,43
3083,16472.8851,493.844671,607.05820,15
3084,16473.5921,493.865867,607.03215,33
3085,16473.7177,493.869632,607.02752,17
3086,16474.2532,493.885686,607.00779,29
3087,16474.5699,493.895180,606.99612,22
3088,16474.8481,493.903521,606.98587,14
3089,16474.8913,493.904816,606.98428,37
3090,16475.6290,493.926932,606.95710,41
3091,16475.6709,493.928188,606.95556,15
3092,16476.3042,493.947173,606.93223,24
3093,16476.6207,493.956662,606.92057,27
3094,16476.7940,493.961857,606.91418,18
3095,16476.9136,493.965443,606.90978,44
3096,16477.6061,493.986203,606.88427,20
3097,16477.6457,493.987391,606.88281,34
3098,16478.3353,494.008064,606.85742,30
3099,16478.6501,494.017502,606.84582,22
3100,16478.7172,494.019513,606.84335,14
3101,16478.9124,494.025365,606.83616,40
3102,16479.5176,494.043509,606.81388,17
3103,16479.6446,494.047316,606.80920,42
3104,16479.8672,494.053990,606.80101,17
3105,16480.3414,494.068206,606.78355,33
3106,16480.6274,494.076780,606.77302,19
3107,16480.6618,494.077811,606.77175,29
3108,16480.8949,494.084799,606.76317,47
3109,16481.4115,494.100286,606.74415,22
3110,16481.6180,494.106477,606.73655,38
3111,16482.3341,494.127945,606.71019,30
3112,16482.5056,494.133087,606.70387,16
3113,16482.6474,494.137338,606.69865,23
3114,16482.7648,494.140857,606.69433,17
3115,16482.8544,494.143544,606.69104,41
3116,16483.2853,494.156462,606.67518,19
3117,16483.5752,494.165153,606.66451,44
3118,16484.3007,494.186903,606.63781,28
3119,16484.3740,494.189100,606.63511,19
3120,16484.6165,494.196370,606.62618,30
3121,16484.7968,494.201775,606.61955,48
3122,16485.1411,494.212097,606.60688,22
3123,16485.5102,494.223162,606.59330,41
3124,16485.6372,494.226970,606.58862,17
3125,16486.1078,494.241078,606.57131,17
3126,16486.2512,494.245377,606.56603,34
3127,16486.5625,494.254710,606.55458,27
3128,16486.7148,494.259275,606.54898,43
3129,16486.9757,494.267097,606.53938,18
3130,16487.4255,494.280582,606.52283,44
3131,16488.0434,494.299106,606.50010,20
3132,16488.1745,494.303036,606.49528,28
3133,16488.3268,494.307602,606.48968,15
3134,16488.4899,494.312492,606.48368,43
3135,16488.6155,494.316257,606.47906,51
3136,16488.7909,494.321515,606.47261,25
3137,16489.3187,494.337338,606.45319,40
3138,16489.8451,494.353119,606.43383,17
3139,16490.0822,494.360228,606.42512,35
3140,16490.3928,494.369539,606.41369,27
3141,16490.4940,494.372573,606.40997,42
3142,16490.5837,494.375262,606.40667,20
3143,16491.1929,494.393525,606.38427,48
3144,16491.3219,494.397393,606.37953,14
3145,16491.6330,494.406719,606.36809,21
3146,16491.7944,494.411558,606.36216,17
3147,16491.9662,494.416708,606.35584,30
3148,16492.2776,494.426044,606.34439,31
3149,16492.3551,494.428367,606.34154,59
3150,16493.0472,494.449116,606.31610,40
3151,16493.3988,494.459657,606.30317,19
3152,16493.8320,494.472644,606.28725,35
3153,16494.1335,494.481682,606.27616,41
3154,16494.1916,494.483424,606.27403,44
3155,16494.8810,494.504092,606.24869,46
3156,16495.1453,494.512015,606.23898,24
3157,16495.6737,494.527856,606.21956,30
3158,16495.8524,494.533214,606.21299,27
3159,16496.0113,494.537977,606.20715,52
3160,16496.6932,494.558420,606.18209,42
3161,16496.8711,494.563754,606.17556,18
3162,16496.9179,494.565157,606.17384,23
3163,16497.4001,494.579613,606.15612,18
3164,16497.4979,494.582545,606.15252,37
3165,16497.5680,494.584646,606.14995,20
3166,16497.8063,494.591790,606.14119,58
3167,16498.4870,494.612197,606.11619,49
3168,16498.5782,494.614931,606.11283,23
3169,16499.2680,494.635611,606.08749,28
3170,16499.2995,494.636555,606.08634,32
3171,16499.5910,494.645294,606.07563,62
3172,16499.6906,494.648280,606.07197,28
3173,16500.1668,494.662556,606.05448,15
3174,16500.2596,494.665338,606.05107,52
3175,16500.9412,494.685772,606.02604,22
3176,16501.0800,494.689933,606.02094,36
3177,16501.3452,494.697884,606.01120,47
3178,16501.3837,494.699038,606.00979,27
3179,16501.9321,494.715479,605.98965,23
3180,16502.0125,494.717889,605.98669,52
3181,16502.4381,494.730648,605.97107,27
3182,16502.5983,494.735451,605.96518,25
3183,16502.8396,494.742685,605.95632,34
3184,16502.9160,494.744975,605.95352,18
3185,16503.0822,494.749958,605.94742,52
3186,16503.1410,494.751721,605.94526,33
3187,16503.5781,494.764824,605.92921,21
3188,16503.7433,494.769777,605.92314,45
3189,16504.2355,494.784533,605.90507,22
3190,16504.5792,494.794837,605.89245,36
3191,16504.7994,494.801438,605.88437,48
3192,16504.8791,494.803827,605.88145,29
3193,16505.1665,494.812443,605.87090,28
3194,16505.2075,494.813673,605.86939,25
3195,16505.4551,494.821095,605.86030,52
3196,16505.6460,494.826819,605.85329,15
3197,16505.8547,494.833075,605.84563,27
3198,16506.2969,494.846332,605.82940,33
3199,16506.4976,494.852349,605.82204,55
3200,16506.5961,494.855302,605.81842,37
3201,16506.8148,494.861858,605.81040,23
3202,16507.1456,494.871775,605.79826,46
3203,16507.4517,494.880952,605.78702,22
3204,16507.8716,494.893540,605.77161,26
3205,16507.9960,494.897270,605.76705,38
3206,16508.1737,494.902597,605.76053,52
3207,16508.2928,494.906168,605.75616,30
3208,16508.3526,494.907960,605.75396,19
3209,16508.4001,494.909384,605.75222,31
3210,16508.8179,494.921910,605.73689,54
3211,16509.0309,494.928295,605.72907,28
3212,16509.6726,494.947533,605.70553,32
3213,16509.8311,494.952285,605.69972,56
3214,16509.9691,494.956422,605.69465,48
3215,16510.4685,494.971393,605.67633,47
3216,16510.5573,494.974056,605.67307,29
3217,16510.5861,494.974919,605.67202,24
3218,16511.0338,494.988341,605.65559,24
3219,16511.3291,494.997194,605.64476,41
3220,16511.4680,495.001358,605.63967,52
3221,16511.5162,495.002803,605.63790,25
3222,16511.6227,495.005995,605.63399,32
3223,16512.0999,495.020302,605.61649,57
3224,16512.9638,495.046201,605.58481,33
3225,16513.0837,495.049795,605.58041,58
3226,16513.2559,495.054958,605.57410,43
3227,16513.6470,495.066682,605.55975,28
3228,16513.7063,495.068460,605.55758,59
3229,16514.5724,495.094425,605.52582,44
3230,16514.6795,495.097636,605.52189,49
3231,16514.8698,495.103341,605.51492,32
3232,16515.1484,495.111693,605.50470,29
3233,16515.3003,495.116247,605.49913,56
3234,16515.8598,495.133021,605.47862,30
3235,16516.0459,495.138600,605.47180,21
3236,16516.1738,495.142434,605.46711,34
3237,16516.2561,495.144901,605.46409,60
3238,16516.3459,495.147593,605.46080,21
3239,16516.4625,495.151089,605.45653,38
3240,16516.6286,495.156069,605.45044,25
3241,16516.8689,495.163273,605.44163,51
3242,16517.5175,495.182717,605.41785,28
3243,16517.7484,495.189639,605.40939,41
3244,16517.8108,495.191510,605.40710,54
3245,16518.0332,495.198177,605.39895,34
3246,16518.0901,495.199883,605.39687,30
3247,16518.4190,495.209743,605.38481,57
3248,16518.4809,495.211599,605.38254,24
3249,16518.9664,495.226154,605.36475,41
3250,16519.3003,495.236164,605.35252,38
3251,16519.3472,495.237570,605.35080,61
3252,16519.5305,495.243065,605.34408,27
3253,16519.5852,495.244705,605.34208,41
3254,16519.9476,495.255570,605.32880,53
3255,16520.3973,495.269051,605.31232,29
3256,16520.8367,495.282224,605.29622,45
3257,16520.8625,495.282998,605.29527,54
3258,16520.9529,495.285708,605.29196,29
3259,16521.0783,495.289467,605.28737,36
3260,16521.1150,495.290567,605.28602,42
3261,16521.4569,495.300817,605.27350,58
3262,16521.5663,495.304097,605.26949,20
3263,16521.8079,495.311340,605.26064,23
3264,16522.3534,495.327694,605.24066,73
3265,16522.6251,495.335839,605.23070,41
3266,16522.8824,495.343553,605.22128,15
3267,16522.9446,495.345418,605.21900,53
3268,16523.1993,495.353053,605.20967,28
3269,16523.6577,495.366796,605.19288,32
3270,16523.7360,495.369143,605.19001,31
3271,16523.8338,495.372075,605.18643,71
3272,16524.1119,495.380412,605.17625,35
3273,16524.1464,495.381447,605.17498,26
3274,16524.4148,495.389493,605.16515,62
3275,16524.5696,495.394134,605.15948,26
3276,16525.0971,495.409948,605.14017,26
3277,16525.2928,495.415815,605.13300,67
3278,16525.5810,495.424455,605.12245,40
3279,16525.8622,495.432885,605.11215,54
3280,16525.9226,495.434696,605.10994,32
3281,16526.2187,495.443573,605.09910,38
3282,16526.4425,495.450282,605.09090,30
3283,16526.7217,495.458652,605.08068,58
3284,16526.7540,495.459620,605.07950,42
3285,16527.0270,495.467805,605.06950,35
3286,16527.2928,495.475773,605.05977,60
3287,16527.7635,495.489884,605.04254,29
3288,16527.8897,495.493668,605.03792,16
3289,16528.1399,495.501169,605.02876,62
3290,16528.1825,495.502446,605.02720,38
3291,16528.4536,495.510573,605.01728,42
3292,16528.5679,495.514000,605.01309,31
3293,16528.6995,495.517945,605.00828,56
3294,16528.7550,495.519609,605.00625,31
3295,16528.7976,495.520886,605.00469,17
3296,16529.0685,495.529007,604.99477,30
3297,16529.2421,495.534212,604.98842,26
3298,16529.5335,495.542948,604.97775,56
3299,16529.5925,495.544717,604.97559,42
3300,16529.8588,495.552700,604.96585,50
3301,16530.0878,495.559565,604.95746,60
3302,16530.3529,495.567513,604.94776,29
3303,16530.9073,495.584133,604.92747,63
3304,16530.9785,495.586268,604.92487,38
3305,16531.1327,495.590891,604.91923,32
3306,16531.2472,495.594323,604.91504,46
3307,16531.4544,495.600535,604.90745,54
3308,16531.6177,495.605430,604.90148,33
3309,16531.7592,495.609673,604.89630,22
3310,16532.2615,495.624731,604.87792,57
3311,16532.3459,495.627261,604.87484,44
3312,16532.3865,495.628479,604.87335,27
3313,16532.6070,495.635089,604.86528,37
3314,16532.8035,495.640980,604.85809,62
3315,16532.8596,495.642662,604.85604,27
3316,16533.5999,495.664855,604.82896,68
3317,16533.6903,495.667565,604.82565,39
3318,16533.7696,495.669943,604.82275,35
3319,16533.8090,495.671124,604.82131,30
